,SoBD,Toan,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,Unnamed: 10,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1,Ma Tinh,Ten Tinh,Vung mien
634471,634472,3.6,5.5,3.2,3.25,2.75,3.75,2.75,4.75,8.0,,9.6,10.1,13.0,12.3,10.05,31, Quang Binh,Mien Trung - TN
634472,634473,5.8,5.5,3.2,1.5,3.5,4.25,4.5,5.5,8.75,,10.8,13.55,15.5,14.5,10.5,31, Quang Binh,Mien Trung - TN
634473,634474,6.6,6.25,3.6,5.0,4.25,4.25,3.5,5.25,8.0,,15.85,15.1,15.0,16.45,15.2,31, Quang Binh,Mien Trung - TN
634484,634485,4.8,6.5,3.0,4.0,2.25,5.25,4.25,7.0,8.0,,11.05,12.3,17.75,14.3,11.8,31, Quang Binh,Mien Trung - TN
634488,634489,4.6,6.25,3.0,4.5,2.75,3.25,4.75,6.75,7.5,,11.85,10.6,17.75,13.85,12.1,31, Quang Binh,Mien Trung - TN
634490,634491,3.4,5.0,2.8,2.75,4.0,3.25,5.0,4.75,6.0,,10.15,10.65,14.75,11.2,8.95,31, Quang Binh,Mien Trung - TN
634491,634492,2.4,3.0,3.2,1.75,4.0,2.25,3.25,4.0,4.75,,8.15,8.65,10.25,8.6,7.35,31, Quang Binh,Mien Trung - TN
634492,634493,1.4,4.5,2.0,3.25,1.75,4.25,3.0,5.5,6.5,,6.4,7.4,13.0,7.9,6.65,31, Quang Binh,Mien Trung - TN
634493,634494,2.8,4.75,2.6,2.0,1.75,2.5,3.0,3.75,7.0,,6.55,7.05,11.5,10.15,7.4,31, Quang Binh,Mien Trung - TN
634494,634495,3.6,4.5,2.0,3.0,3.25,2.75,3.75,4.75,6.5,,9.85,9.6,13.0,10.1,8.6,31, Quang Binh,Mien Trung - TN
634495,634496,5.0,7.25,2.4,3.0,3.25,4.25,5.75,6.0,8.25,,11.25,12.5,19.0,14.65,10.4,31, Quang Binh,Mien Trung - TN
634496,634497,3.0,5.75,1.4,2.75,3.25,3.25,3.25,5.5,5.25,,9.0,9.5,14.5,10.15,7.15,31, Quang Binh,Mien Trung - TN
634509,634510,2.8,4.5,2.6,2.25,3.0,3.5,3.5,5.25,6.5,,8.05,9.3,13.25,9.9,7.65,31, Quang Binh,Mien Trung - TN
634519,634520,2.4,3.5,3.6,4.0,3.0,4.25,3.0,4.75,7.5,,9.4,9.65,11.25,9.5,10.0,31, Quang Binh,Mien Trung - TN
634520,634521,3.0,6.75,2.8,3.75,4.5,4.25,3.75,3.5,8.5,,11.25,11.75,14.0,12.55,9.55,31, Quang Binh,Mien Trung - TN
634523,634524,3.0,6.5,3.2,3.0,3.0,4.5,4.0,5.0,7.5,,9.0,10.5,15.5,12.7,9.2,31, Quang Binh,Mien Trung - TN
634527,634528,1.6,6.25,2.2,3.0,2.0,2.75,1.75,4.0,6.75,,6.6,6.35,12.0,10.05,6.8,31, Quang Binh,Mien Trung - TN
634531,634532,2.2,5.0,1.6,2.25,2.5,2.5,1.75,2.75,5.5,,6.95,7.2,9.5,8.8,6.05,31, Quang Binh,Mien Trung - TN
634542,634543,3.6,4.75,2.0,2.5,3.25,4.75,2.75,6.0,5.75,,9.35,11.6,13.5,10.35,8.1,31, Quang Binh,Mien Trung - TN
634544,634545,5.8,5.75,4.0,4.5,5.25,4.75,4.25,6.25,7.5,,15.55,15.8,16.25,15.55,14.3,31, Quang Binh,Mien Trung - TN
634545,634546,5.4,6.25,3.0,3.25,3.25,4.5,3.0,3.75,5.75,,11.9,13.15,13.0,14.65,11.65,31, Quang Binh,Mien Trung - TN
634547,634548,3.4,4.75,1.0,3.5,2.5,4.5,4.0,6.0,6.75,,9.4,10.4,14.75,9.15,7.9,31, Quang Binh,Mien Trung - TN
634561,634562,5.2,7.25,4.6,5.25,3.75,3.5,4.25,5.25,6.5,,14.2,12.45,16.75,17.05,15.05,31, Quang Binh,Mien Trung - TN
634564,634565,4.0,6.5,2.6,3.25,1.75,3.25,3.5,4.75,7.5,,9.0,9.0,14.75,13.1,9.85,31, Quang Binh,Mien Trung - TN
634570,634571,2.6,4.25,4.6,3.0,2.75,2.5,4.25,6.5,8.0,,8.35,7.85,15.0,11.45,10.2,31, Quang Binh,Mien Trung - TN
634595,634596,6.8,6.0,2.6,3.25,4.0,3.75,4.25,5.0,8.5,,14.05,14.55,15.25,15.4,12.65,31, Quang Binh,Mien Trung - TN
634597,634598,4.0,4.75,3.0,3.0,2.25,4.0,2.0,5.75,6.75,,9.25,10.25,12.5,11.75,10.0,31, Quang Binh,Mien Trung - TN
634599,634600,6.4,5.0,4.6,5.5,3.25,5.75,5.0,5.5,4.75,,15.15,15.4,15.5,16,16.5,31, Quang Binh,Mien Trung - TN
634600,634601,2.6,5.0,3.0,3.75,3.0,3.0,3.5,3.75,7.5,,9.35,8.6,12.25,10.6,9.35,31, Quang Binh,Mien Trung - TN
634601,634602,3.4,5.0,1.8,4.0,1.5,3.5,2.75,4.5,5.25,,8.9,8.4,12.25,10.2,9.2,31, Quang Binh,Mien Trung - TN
634603,634604,4.8,5.0,3.2,2.5,2.25,2.75,3.0,5.25,6.25,,9.55,9.8,13.25,13,10.5,31, Quang Binh,Mien Trung - TN
634606,634607,4.0,5.0,2.4,4.5,3.0,3.5,3.75,6.0,6.25,,11.5,10.5,14.75,11.4,10.9,31, Quang Binh,Mien Trung - TN
634615,634616,4.4,6.5,2.8,4.0,3.0,3.5,4.0,6.25,6.25,,11.4,10.9,16.75,13.7,11.2,31, Quang Binh,Mien Trung - TN
634617,634618,3.0,5.75,3.2,3.5,3.25,3.0,2.25,5.0,5.75,,9.75,9.25,13.0,11.95,9.7,31, Quang Binh,Mien Trung - TN
634618,634619,7.2,6.0,5.8,6.5,7.0,6.75,4.0,4.5,7.75,,20.7,20.95,14.5,19,19.5,31, Quang Binh,Mien Trung - TN
634621,634622,5.2,5.75,2.2,4.25,4.75,5.5,2.75,6.75,7.25,,14.2,15.45,15.25,13.15,11.65,31, Quang Binh,Mien Trung - TN
634627,634628,3.6,4.0,3.4,4.5,4.75,2.0,2.75,6.0,4.75,,12.85,10.35,12.75,11,11.5,31, Quang Binh,Mien Trung - TN
634628,634629,3.8,4.5,2.8,3.75,2.5,4.25,4.0,6.25,7.25,,10.05,10.55,14.75,11.1,10.35,31, Quang Binh,Mien Trung - TN
634635,634636,3.8,3.0,2.4,3.5,4.5,4.0,2.0,3.75,4.75,,11.8,12.3,8.75,9.2,9.7,31, Quang Binh,Mien Trung - TN
634637,634638,2.2,3.5,2.0,2.75,3.5,2.75,3.75,4.75,3.75,,8.45,8.45,12.0,7.7,6.95,31, Quang Binh,Mien Trung - TN
634649,634650,3.8,3.25,3.2,3.5,2.0,4.0,2.75,3.75,3.75,,9.3,9.8,9.75,10.25,10.5,31, Quang Binh,Mien Trung - TN
634656,634657,4.6,4.25,2.2,3.5,2.25,5.5,3.25,5.75,7.25,,10.35,12.35,13.25,11.05,10.3,31, Quang Binh,Mien Trung - TN
634675,634676,6.0,3.5,2.0,3.75,6.0,3.5,2.5,5.5,7.0,,15.75,15.5,11.5,11.5,11.75,31, Quang Binh,Mien Trung - TN
634676,634677,5.0,3.75,3.6,2.5,5.0,4.75,2.5,5.5,7.25,,12.5,14.75,11.75,12.35,11.1,31, Quang Binh,Mien Trung - TN
634731,634732,3.4,5.25,3.0,1.75,4.0,4.75,4.0,6.0,8.0,,9.15,12.15,15.25,11.65,8.15,31, Quang Binh,Mien Trung - TN
634732,634733,3.6,6.25,2.6,2.25,3.25,2.75,3.0,5.5,6.75,,9.1,9.6,14.75,12.45,8.45,31, Quang Binh,Mien Trung - TN
634735,634736,1.6,4.25,2.2,1.0,2.25,2.5,3.25,4.25,4.5,,4.85,6.35,11.75,8.05,4.8,31, Quang Binh,Mien Trung - TN
634736,634737,2.6,2.0,1.6,2.25,2.5,2.5,1.75,5.25,4.0,,7.35,7.6,9.0,6.2,6.45,31, Quang Binh,Mien Trung - TN
634737,634738,4.0,4.75,2.2,2.0,2.75,2.5,5.25,5.25,7.25,,8.75,9.25,15.25,10.95,8.2,31, Quang Binh,Mien Trung - TN
634738,634739,3.4,4.0,1.8,3.0,3.25,4.75,4.5,3.0,5.75,,9.65,11.4,11.5,9.2,8.2,31, Quang Binh,Mien Trung - TN
634742,634743,6.2,6.75,2.4,5.5,5.75,3.5,5.75,8.25,6.5,,17.45,15.45,20.75,15.35,14.1,31, Quang Binh,Mien Trung - TN
634750,634751,3.2,5.5,2.6,2.5,3.25,4.0,2.75,5.25,6.0,,8.95,10.45,13.5,11.3,8.3,31, Quang Binh,Mien Trung - TN
634751,634752,3.8,5.5,3.6,2.5,1.5,3.25,2.75,3.75,6.5,,7.8,8.55,12.0,12.9,9.9,31, Quang Binh,Mien Trung - TN
634752,634753,4.0,3.75,2.2,2.0,1.75,2.25,3.75,4.0,5.5,,7.75,8.0,11.5,9.95,8.2,31, Quang Binh,Mien Trung - TN
634754,634755,3.8,5.75,2.8,3.75,2.0,4.25,2.25,5.25,6.0,,9.55,10.05,13.25,12.35,10.35,31, Quang Binh,Mien Trung - TN
634755,634756,4.0,5.75,2.0,3.75,3.75,4.25,3.25,7.75,7.0,,11.5,12.0,16.75,11.75,9.75,31, Quang Binh,Mien Trung - TN
634760,634761,4.2,6.5,3.4,2.5,3.5,5.5,6.5,6.0,8.25,,10.2,13.2,19.0,14.1,10.1,31, Quang Binh,Mien Trung - TN
634769,634770,4.8,6.0,3.0,3.0,2.75,4.25,6.5,6.25,7.0,,10.55,11.8,18.75,13.8,10.8,31, Quang Binh,Mien Trung - TN
634796,634797,3.2,5.25,2.4,3.0,2.5,4.0,3.25,5.5,7.75,,8.7,9.7,14.0,10.85,8.6,31, Quang Binh,Mien Trung - TN
634800,634801,4.4,3.75,2.6,2.75,2.5,3.25,4.75,6.5,9.0,,9.65,10.15,15.0,10.75,9.75,31, Quang Binh,Mien Trung - TN
634814,634815,3.8,2.5,2.2,5.25,4.75,3.25,2.25,5.25,5.5,,13.8,11.8,10.0,8.5,11.25,31, Quang Binh,Mien Trung - TN
634816,634817,3.2,6.25,3.4,4.0,2.75,2.25,3.0,3.25,5.5,,9.95,8.2,12.5,12.85,10.6,31, Quang Binh,Mien Trung - TN
634819,634820,6.2,7.0,3.8,4.0,3.25,4.5,5.25,7.0,7.25,,13.45,13.95,19.25,17,14.0,31, Quang Binh,Mien Trung - TN
634820,634821,1.8,2.5,3.0,2.75,2.75,3.0,2.75,5.25,6.25,,7.3,7.55,10.5,7.3,7.55,31, Quang Binh,Mien Trung - TN
634821,634822,6.2,6.25,4.4,4.25,5.75,6.5,3.75,5.75,7.0,,16.2,18.45,15.75,16.85,14.85,31, Quang Binh,Mien Trung - TN
634841,634842,3.6,5.75,2.6,5.0,2.5,4.25,3.25,4.5,7.5,,11.1,10.35,13.5,11.95,11.2,31, Quang Binh,Mien Trung - TN
634862,634863,3.0,5.75,2.8,2.25,2.75,3.25,3.75,3.75,6.25,,8.0,9.0,13.25,11.55,8.05,31, Quang Binh,Mien Trung - TN
634864,634865,3.6,3.5,3.2,2.5,3.25,3.0,3.75,5.25,7.25,,9.35,9.85,12.5,10.3,9.3,31, Quang Binh,Mien Trung - TN
634865,634866,3.0,5.25,2.6,3.5,4.5,4.25,3.5,4.5,7.0,,11.0,11.75,13.25,10.85,9.1,31, Quang Binh,Mien Trung - TN
634866,634867,3.8,4.25,3.0,2.25,4.5,3.5,2.75,7.0,6.75,,10.55,11.8,14.0,11.05,9.05,31, Quang Binh,Mien Trung - TN
634869,634870,3.2,5.5,1.6,3.25,3.5,4.25,3.5,3.75,6.75,,9.95,10.95,12.75,10.3,8.05,31, Quang Binh,Mien Trung - TN
634870,634871,3.2,5.25,2.6,1.25,2.5,5.0,3.25,5.5,7.25,,6.95,10.7,14.0,11.05,7.05,31, Quang Binh,Mien Trung - TN
634871,634872,4.8,5.5,2.2,3.5,3.25,5.0,5.75,5.25,9.0,,11.55,13.05,16.5,12.5,10.5,31, Quang Binh,Mien Trung - TN
634876,634877,5.2,5.25,3.2,5.0,3.25,3.75,2.5,6.0,6.5,,13.45,12.2,13.75,13.65,13.4,31, Quang Binh,Mien Trung - TN
634879,634880,2.6,3.75,3.0,4.25,1.5,3.25,2.5,4.75,7.5,,8.35,7.35,11.0,9.35,9.85,31, Quang Binh,Mien Trung - TN
634890,634891,5.6,5.75,4.6,5.5,4.5,3.25,3.25,7.0,8.25,,15.6,13.35,16.0,15.95,15.7,31, Quang Binh,Mien Trung - TN
634895,634896,6.8,6.25,6.0,5.75,5.5,5.75,4.25,7.25,7.5,,18.05,18.05,17.75,19.05,18.55,31, Quang Binh,Mien Trung - TN
634897,634898,5.6,6.0,4.0,3.75,3.5,4.5,4.75,8.0,7.75,,12.85,13.6,18.75,15.6,13.35,31, Quang Binh,Mien Trung - TN
634899,634900,4.8,5.25,2.0,2.75,2.5,4.5,2.5,5.0,7.5,,10.05,11.8,12.75,12.05,9.55,31, Quang Binh,Mien Trung - TN
634901,634902,4.4,5.25,3.6,4.0,4.75,5.25,3.25,6.0,6.75,,13.15,14.4,14.5,13.25,12.0,31, Quang Binh,Mien Trung - TN
634902,634903,4.8,5.25,4.8,5.25,4.0,5.5,3.5,4.75,6.75,,14.05,14.3,13.5,14.85,14.85,31, Quang Binh,Mien Trung - TN
634903,634904,2.0,4.75,3.0,4.25,2.0,2.5,3.75,6.25,5.75,,8.25,6.5,14.75,9.75,9.25,31, Quang Binh,Mien Trung - TN
634904,634905,2.8,4.5,3.2,4.0,3.0,3.75,2.25,6.25,6.0,,9.8,9.55,13.0,10.5,10.0,31, Quang Binh,Mien Trung - TN
634905,634906,2.4,4.0,3.8,3.25,3.0,4.25,4.25,6.5,7.75,,8.65,9.65,14.75,10.2,9.45,31, Quang Binh,Mien Trung - TN
634906,634907,2.8,4.5,3.2,3.25,3.0,3.25,3.5,4.25,5.5,,9.05,9.05,12.25,10.5,9.25,31, Quang Binh,Mien Trung - TN
634907,634908,3.2,6.5,4.4,1.5,3.5,3.75,3.5,5.75,6.5,,8.2,10.45,15.75,14.1,9.1,31, Quang Binh,Mien Trung - TN
634908,634909,3.8,5.75,3.2,2.75,2.75,2.75,4.5,6.0,7.75,,9.3,9.3,16.25,12.75,9.75,31, Quang Binh,Mien Trung - TN
634911,634912,4.2,5.0,4.0,3.75,2.75,4.5,3.0,4.75,7.75,,10.7,11.45,12.75,13.2,11.95,31, Quang Binh,Mien Trung - TN
634913,634914,4.6,4.75,3.6,3.0,2.75,5.0,3.0,4.5,6.5,,10.35,12.35,12.25,12.95,11.2,31, Quang Binh,Mien Trung - TN
634953,634954,5.4,5.5,2.8,4.5,3.25,3.0,2.5,5.75,6.75,,13.15,11.65,13.75,13.7,12.7,31, Quang Binh,Mien Trung - TN
634954,634955,5.6,5.0,3.2,3.5,5.0,5.0,2.0,5.5,6.25,,14.1,15.6,12.5,13.8,12.3,31, Quang Binh,Mien Trung - TN
634957,634958,4.4,4.75,5.2,2.5,2.25,2.75,4.25,8.25,7.5,,9.15,9.4,17.25,14.35,12.1,31, Quang Binh,Mien Trung - TN
634960,634961,2.6,5.0,3.2,2.5,3.0,2.5,3.0,4.0,5.25,,8.1,8.1,12.0,10.8,8.3,31, Quang Binh,Mien Trung - TN
634961,634962,4.0,7.25,4.0,3.0,2.75,4.5,3.0,6.25,7.5,,9.75,11.25,16.5,15.25,11.0,31, Quang Binh,Mien Trung - TN
634962,634963,4.4,5.0,3.4,2.5,3.75,4.25,2.5,5.25,5.75,,10.65,12.4,12.75,12.8,10.3,31, Quang Binh,Mien Trung - TN
634963,634964,2.2,4.25,2.2,2.0,1.5,3.5,2.25,3.5,5.25,,5.7,7.2,10.0,8.65,6.4,31, Quang Binh,Mien Trung - TN
634966,634967,3.4,6.5,3.6,2.75,4.0,3.75,4.75,6.75,7.75,,10.15,11.15,18.0,13.5,9.75,31, Quang Binh,Mien Trung - TN
634969,634970,4.0,4.75,2.8,3.25,2.5,3.5,3.75,4.5,7.0,,9.75,10.0,13.0,11.55,10.05,31, Quang Binh,Mien Trung - TN
635008,635009,4.8,4.75,3.8,5.5,5.5,2.0,3.0,3.5,7.75,,15.8,12.3,11.25,13.35,14.1,31, Quang Binh,Mien Trung - TN
635012,635013,3.4,3.75,2.4,1.5,2.75,5.0,3.25,5.75,7.75,,7.65,11.15,12.75,9.55,7.3,31, Quang Binh,Mien Trung - TN
635014,635015,4.4,5.25,2.4,3.0,3.0,4.25,4.25,7.0,7.0,,10.4,11.65,16.5,12.05,9.8,31, Quang Binh,Mien Trung - TN
635016,635017,2.8,3.0,2.6,2.5,1.0,1.75,3.25,2.75,3.75,,6.3,5.55,9.0,8.4,7.9,31, Quang Binh,Mien Trung - TN
635017,635018,4.4,5.0,3.2,3.5,3.0,4.25,4.5,5.25,8.5,,10.9,11.65,14.75,12.6,11.1,31, Quang Binh,Mien Trung - TN
635031,635032,3.0,4.25,2.2,3.25,1.75,3.0,3.5,5.5,6.0,,8.0,7.75,13.25,9.45,8.45,31, Quang Binh,Mien Trung - TN
635051,635052,3.8,4.25,3.6,3.0,3.5,3.25,1.5,3.75,5.0,,10.3,10.55,9.5,11.65,10.4,31, Quang Binh,Mien Trung - TN
635052,635053,5.6,6.0,3.0,2.75,3.5,3.25,3.75,7.5,6.0,,11.85,12.35,17.25,14.6,11.35,31, Quang Binh,Mien Trung - TN
635053,635054,5.2,6.5,2.4,1.75,2.75,3.5,4.5,6.0,7.25,,9.7,11.45,17.0,14.1,9.35,31, Quang Binh,Mien Trung - TN
635054,635055,2.8,4.75,3.4,2.0,2.75,4.25,3.25,3.75,5.5,,7.55,9.8,11.75,10.95,8.2,31, Quang Binh,Mien Trung - TN
635055,635056,5.8,5.0,2.8,6.0,5.25,1.75,3.0,3.5,4.75,,17.05,12.8,11.5,13.6,14.6,31, Quang Binh,Mien Trung - TN
635067,635068,5.0,5.25,2.4,3.75,3.0,4.5,5.0,6.25,7.25,,11.75,12.5,16.5,12.65,11.15,31, Quang Binh,Mien Trung - TN
635077,635078,4.2,4.0,1.8,3.75,3.5,3.5,3.75,5.0,5.75,,11.45,11.2,12.75,10,9.75,31, Quang Binh,Mien Trung - TN
635079,635080,2.8,3.5,3.2,3.0,1.75,2.5,3.25,2.0,5.25,,7.55,7.05,8.75,9.5,9.0,31, Quang Binh,Mien Trung - TN
635080,635081,3.2,6.0,1.8,3.0,3.0,4.0,6.75,7.25,7.5,,9.2,10.2,20.0,11,8.0,31, Quang Binh,Mien Trung - TN
635081,635082,2.6,5.0,2.6,2.5,2.75,1.75,2.25,2.75,5.0,,7.85,7.1,10.0,10.2,7.7,31, Quang Binh,Mien Trung - TN
635084,635085,2.4,2.25,2.4,2.0,2.75,2.25,2.5,1.75,4.25,,7.15,7.4,6.5,7.05,6.8,31, Quang Binh,Mien Trung - TN
635085,635086,3.8,4.75,2.4,2.5,3.5,2.75,4.25,5.5,7.0,,9.8,10.05,14.5,10.95,8.7,31, Quang Binh,Mien Trung - TN
635086,635087,2.2,5.0,3.0,1.75,3.0,2.75,3.5,5.0,5.5,,6.95,7.95,13.5,10.2,6.95,31, Quang Binh,Mien Trung - TN
635087,635088,3.0,4.0,2.2,3.0,3.75,3.0,4.75,4.5,6.0,,9.75,9.75,13.25,9.2,8.2,31, Quang Binh,Mien Trung - TN
635088,635089,3.0,3.75,3.2,4.0,3.5,3.25,3.25,4.25,6.0,,10.5,9.75,11.25,9.95,10.2,31, Quang Binh,Mien Trung - TN
635090,635091,3.2,6.5,3.4,3.25,3.75,4.75,4.75,6.0,7.25,,10.2,11.7,17.25,13.1,9.85,31, Quang Binh,Mien Trung - TN
635099,635100,5.0,5.5,3.6,2.75,3.0,3.5,3.25,6.0,5.75,,10.75,11.5,14.75,14.1,11.35,31, Quang Binh,Mien Trung - TN
635120,635121,5.2,5.25,3.8,4.0,4.75,5.5,3.25,6.25,7.0,,13.95,15.45,14.75,14.25,13.0,31, Quang Binh,Mien Trung - TN
635121,635122,3.8,6.0,2.2,2.25,2.5,4.0,4.5,5.0,6.25,,8.55,10.3,15.5,12,8.25,31, Quang Binh,Mien Trung - TN
635123,635124,2.6,6.0,3.4,2.75,2.25,3.75,5.25,6.5,7.5,,7.6,8.6,17.75,12,8.75,31, Quang Binh,Mien Trung - TN
635124,635125,4.4,5.5,3.8,1.75,2.5,3.0,3.25,4.75,6.0,,8.65,9.9,13.5,13.7,9.95,31, Quang Binh,Mien Trung - TN
635125,635126,4.4,5.5,3.0,3.75,2.5,3.75,4.0,5.0,7.25,,10.65,10.65,14.5,12.9,11.15,31, Quang Binh,Mien Trung - TN
635127,635128,3.4,3.5,2.8,3.25,2.75,4.25,2.5,4.5,5.5,,9.4,10.4,10.5,9.7,9.45,31, Quang Binh,Mien Trung - TN
635128,635129,3.4,5.5,3.6,3.0,2.75,4.5,3.25,6.5,5.25,,9.15,10.65,15.25,12.5,10.0,31, Quang Binh,Mien Trung - TN
635129,635130,4.0,5.0,2.6,2.25,2.75,3.0,2.5,5.25,6.0,,9.0,9.75,12.75,11.6,8.85,31, Quang Binh,Mien Trung - TN
635130,635131,2.8,4.25,2.4,4.5,4.5,2.75,2.25,4.5,5.75,,11.8,10.05,11.0,9.45,9.7,31, Quang Binh,Mien Trung - TN
635131,635132,2.6,3.75,2.6,2.75,2.25,2.5,2.25,4.75,5.75,,7.6,7.35,10.75,8.95,7.95,31, Quang Binh,Mien Trung - TN
635137,635138,3.8,6.5,2.8,4.0,2.5,4.0,4.75,5.75,7.25,,10.3,10.3,17.0,13.1,10.6,31, Quang Binh,Mien Trung - TN
635148,635149,4.0,3.75,3.8,3.0,4.0,4.25,3.75,4.0,5.0,,11.0,12.25,11.5,11.55,10.8,31, Quang Binh,Mien Trung - TN
635151,635152,5.0,3.75,2.6,2.5,3.5,2.75,4.5,5.5,5.75,,11.0,11.25,13.75,11.35,10.1,31, Quang Binh,Mien Trung - TN
635152,635153,4.8,6.0,4.2,2.75,2.25,4.5,4.0,7.5,7.75,,9.8,11.55,17.5,15,11.75,31, Quang Binh,Mien Trung - TN
635154,635155,4.2,5.0,3.4,3.5,4.25,4.0,4.5,6.5,7.0,,11.95,12.45,16.0,12.6,11.1,31, Quang Binh,Mien Trung - TN
635192,635193,6.0,6.5,3.2,4.25,4.75,3.5,3.5,5.0,8.0,,15.0,14.25,15.0,15.7,13.45,31, Quang Binh,Mien Trung - TN
635193,635194,2.8,4.0,4.4,2.75,1.25,3.5,3.5,4.25,5.25,,6.8,7.55,11.75,11.2,9.95,31, Quang Binh,Mien Trung - TN
635194,635195,4.0,4.25,3.4,2.5,2.5,3.25,2.5,5.25,6.25,,9.0,9.75,12.0,11.65,9.9,31, Quang Binh,Mien Trung - TN
635200,635201,3.2,5.5,2.4,1.75,1.75,2.5,3.5,4.75,7.0,,6.7,7.45,13.75,11.1,7.35,31, Quang Binh,Mien Trung - TN
635202,635203,2.4,5.75,2.0,3.25,5.25,3.25,2.25,5.25,6.75,,10.9,10.9,13.25,10.15,7.65,31, Quang Binh,Mien Trung - TN
635203,635204,2.8,4.0,2.6,3.0,3.5,2.25,4.25,6.0,6.5,,9.3,8.55,14.25,9.4,8.4,31, Quang Binh,Mien Trung - TN
635205,635206,3.2,5.5,4.0,2.75,2.75,3.0,4.0,4.75,7.25,,8.7,8.95,14.25,12.7,9.95,31, Quang Binh,Mien Trung - TN
635206,635207,4.0,6.5,2.4,2.0,2.75,3.5,3.5,5.5,6.25,,8.75,10.25,15.5,12.9,8.4,31, Quang Binh,Mien Trung - TN
635207,635208,4.8,6.0,2.8,3.5,2.75,3.75,5.0,6.0,6.75,,11.05,11.3,17.0,13.6,11.1,31, Quang Binh,Mien Trung - TN
635210,635211,2.6,5.5,3.6,1.75,2.75,3.25,3.0,5.5,7.0,,7.1,8.6,14.0,11.7,7.95,31, Quang Binh,Mien Trung - TN
635212,635213,3.2,4.0,3.4,3.75,2.5,3.75,3.0,3.0,4.75,,9.45,9.45,10.0,10.6,10.35,31, Quang Binh,Mien Trung - TN
635213,635214,5.0,5.75,1.2,2.0,1.75,3.5,1.75,6.0,6.25,,8.75,10.25,13.5,11.95,8.2,31, Quang Binh,Mien Trung - TN
635229,635230,5.8,5.75,3.2,3.75,6.25,8.0,6.0,8.25,8.75,,15.8,20.05,20.0,14.75,12.75,31, Quang Binh,Mien Trung - TN
635249,635250,5.8,3.5,4.2,6.5,3.5,4.75,3.25,5.0,6.25,,15.8,14.05,11.75,13.5,16.5,31, Quang Binh,Mien Trung - TN
635250,635251,3.4,5.75,2.0,2.75,1.75,3.5,2.5,3.75,5.25,,7.9,8.65,12.0,11.15,8.15,31, Quang Binh,Mien Trung - TN
635252,635253,4.6,5.0,3.2,4.25,4.0,4.5,3.75,6.5,6.75,,12.85,13.1,15.25,12.8,12.05,31, Quang Binh,Mien Trung - TN
635265,635266,4.8,6.0,3.6,5.0,4.0,4.75,3.5,6.75,7.5,,13.8,13.55,16.25,14.4,13.4,31, Quang Binh,Mien Trung - TN
635268,635269,6.2,5.25,2.0,6.0,6.5,3.0,3.75,7.25,7.0,,18.7,15.7,16.25,13.45,14.2,31, Quang Binh,Mien Trung - TN
635271,635272,4.8,5.0,2.4,2.75,3.25,2.75,1.5,6.0,7.0,,10.8,10.8,12.5,12.2,9.95,31, Quang Binh,Mien Trung - TN
635273,635274,4.2,6.0,3.0,2.5,2.75,4.5,3.25,4.5,6.5,,9.45,11.45,13.75,13.2,9.7,31, Quang Binh,Mien Trung - TN
635274,635275,5.4,5.5,2.2,5.0,2.75,5.25,4.0,7.0,8.0,,13.15,13.4,16.5,13.1,12.6,31, Quang Binh,Mien Trung - TN
635276,635277,5.4,5.5,3.0,2.5,2.75,4.25,3.75,6.25,7.75,,10.65,12.4,15.5,13.9,10.9,31, Quang Binh,Mien Trung - TN
635280,635281,6.0,5.5,2.8,4.0,4.0,3.5,4.5,7.0,8.0,,14.0,13.5,17.0,14.3,12.8,31, Quang Binh,Mien Trung - TN
635296,635297,4.8,5.75,3.8,5.0,4.0,4.25,3.25,6.25,7.5,,13.8,13.05,15.25,14.35,13.6,31, Quang Binh,Mien Trung - TN
635298,635299,4.2,4.25,2.8,1.25,3.25,4.5,4.0,4.75,6.75,,8.7,11.95,13.0,11.25,8.25,31, Quang Binh,Mien Trung - TN
635300,635301,5.6,6.25,3.0,3.5,2.5,2.5,3.25,5.0,7.75,,11.6,10.6,14.5,14.85,12.1,31, Quang Binh,Mien Trung - TN
635324,635325,3.0,5.5,2.6,1.25,2.25,2.75,2.5,4.75,6.5,,6.5,8.0,12.75,11.1,6.85,31, Quang Binh,Mien Trung - TN
635326,635327,6.0,5.25,3.4,3.0,2.0,3.25,5.0,6.0,9.25,,11.0,11.25,16.25,14.65,12.4,31, Quang Binh,Mien Trung - TN
635327,635328,3.6,5.0,1.0,3.25,2.5,2.25,3.75,2.75,4.75,,9.35,8.35,11.5,9.6,7.85,31, Quang Binh,Mien Trung - TN
635331,635332,2.8,4.5,3.4,3.0,2.75,2.25,3.5,4.5,5.75,,8.55,7.8,12.5,10.7,9.2,31, Quang Binh,Mien Trung - TN
635332,635333,4.8,6.0,3.4,2.75,3.75,6.5,5.5,8.0,8.75,,11.3,15.05,19.5,14.2,10.95,31, Quang Binh,Mien Trung - TN
635334,635335,2.8,4.0,2.2,2.0,3.25,3.25,3.25,4.75,4.75,,8.05,9.3,12.0,9,7.0,31, Quang Binh,Mien Trung - TN
635355,635356,5.4,5.25,3.6,5.75,5.5,3.5,2.75,4.0,7.0,,16.65,14.4,12.0,14.25,14.75,31, Quang Binh,Mien Trung - TN
